사업장명,인허가일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,방지시설연간가동일수,방지시설조업시간,배출시설연간가동일수,배출시설조업시간,업종명,종별명,주생산품명,환경업무구분명,정제지번주소,정제도로명주소,정제우편번호
(주)아이엔씨하이텍,20170501,운영중,,,,,,,,,,도장및기타피막처리업,4종,,대기배출업소관리,,대구광역시 달서구 성서서로48길 7 (갈산동),
재단법인 한국로봇산업진흥원,20170519,운영중,,,,,,,,,,연구 및 개발업,5종,,대기배출업소관리,대구광역시 북구 노원동3가 236-8번지,"대구광역시 북구 노원로 77, 1층 (노원동3가)",
(주)신화금속열처리 성서지점,20170830,운영중,,,,,,,,,,금속 열처리업,5종,,대기배출업소관리,,대구광역시 달서구 달서대로64길 115 (월암동),
(주)신진정밀,20171027,운영중,,,,,,,,,,그외 기타 자동차 부품 제조업,5종,,대기배출업소관리,,대구광역시 달서구 달서대로109길 63 (호산동),
성림첨단산업(주),20180108,운영중,,,,,,,,,,그외 기타 전기장비 제조업,5종,,대기배출업소관리,대구광역시 달서구 호림동 8번지,대구광역시 달서구 달서대로85길 49 (호림동),
동방산업,20180601,운영중,,,,,,,,,,식품위생용 종이제품 제조업,5종,,대기배출업소관리,대구광역시 달성군 논공읍 본리리 29-129번지,대구광역시 달성군 논공읍 논공로69길 34,
폴리텍코리아(주),20171023,운영중,,,,,,,,,,산업용 비경화고무제품 제조업,5종,,대기배출업소관리,,대구광역시 달서구 성서공단북로43길 31 (신당동),
(주)신흥고무,20170605,운영중,,,,,,,,,,산업용 비경화고무제품 제조업,5종,,대기배출업소관리,,"대구광역시 달서구 성서동로 20, E동 (대천동)",
신우정비,20160901,운영중,,,,,,,,,,자동차 종합 수리업,5종,,대기배출업소관리,대구광역시 달성군 논공읍 노이리 1179번지,대구광역시 달성군 논공읍 노이2길 1,
용산자동차정비공장,20171227,운영중,,,,,,,,,,자동차 종합 수리업,4종,,대기배출업소관리,대구광역시 달서구 용산동 429-1번지,대구광역시 달서구 새방로 43 (용산동),
JH산업,20180104,운영중,,,,,,,,,,비금속원료 재생업,5종,,대기배출업소관리,대구광역시 달성군 옥포면 김흥리 1307번지,대구광역시 달성군 옥포면 원전1길 48,
씨엠티(주),20171017,운영중,,,,,,,,,,금속 절삭가공기계 제조업,5종,,대기배출업소관리,대구광역시 달성군 구지면 수리리 1303-2번지,대구광역시 달성군 구지면 국가산단서로71길 100-3,
한국수지,20180404,운영중,,,,,,,,,,폐기물 처리업,5종,,대기배출업소관리,대구광역시 달성군 옥포면 강림리 471-6번지,대구광역시 달성군 옥포면 비슬로387길 26,
(주)대아프로폰,20180327,운영중,,,,,,,,,,도장 및 기타 피막처리업,4종,,대기배출업소관리,대구광역시 달서구 갈산동 966-1번지,대구광역시 달서구 성서공단로21길 85 (갈산동),
(주)성안조명 대구지점,20180417,운영중,,,,,,,,,,일반용 전기 조명장치 제조업,5종,,대기배출업소관리,대구광역시 달성군 구지면 응암리 1271-6번지,대구광역시 달성군 구지면 국가산단대로50길 113,
신진공업사,20170302,운영중,,,,,,,,,,비금속원료 재생업,5종,,대기배출업소관리,대구광역시 달성군 하빈면 봉촌리 1031-1번지,대구광역시 달성군 하빈면 하빈남로 423,
코리아모터스,20170921,운영중,,,,,,,,,,자동차 종합 수리업,4종,,대기배출업소관리,,"대구광역시 달서구 문화회관10길 56, A동 (장동)",
우리지게차,20180807,운영중,,,,,,,,,,기타 일반 기계 및 장비 수리업,5종,,대기배출업소관리,대구광역시 달성군 다사읍 세천리 209번지,대구광역시 달성군 다사읍 세천북로14길 54-12,
(주)동우금속,20180116,운영중,,,,,,,,,,도금업,5종,,대기배출업소관리,대구광역시 달서구 갈산동 100-74번지,대구광역시 달서구 성서로64길 26 (갈산동),
한샘테크,20171128,운영중,,,,,,,,,,그외 기타 금속가공업,5종,,대기배출업소관리,대구광역시 달서구 이곡동 1000-16번지,대구광역시 달서구 성서로71길 34 (이곡동),
아이앤유,20171219,운영중,,,,,,,,,,기타 금속가공제품 제조업,5종,,대기배출업소관리,대구광역시 서구 비산동 1755-7번지,대구광역시 서구 염색공단천로 8 (비산동),
케이비와이퍼시스템(주),20170118,운영중,,,,,,,,,,그외 기타 자동차 부품 제조업,2종,,대기배출업소관리,"대구광역시 달성군 구지면 대구국가산업단지 318B 5,6,7,8L",대구광역시 달성군 구지면 국가산단대로33길 10,
민영산업,20170810,운영중,,,,,,,,,,선철주물 주조업,4종,,대기배출업소관리,대구광역시 달성군 논공읍 북리 1-114번지,대구광역시 달성군 논공읍 논공로 388,
태성푸드,20180223,운영중,,,,,,,,,,"식초, 발효 및 화학 조미료 제조업",5종,,대기배출업소관리,대구광역시 달성군 논공읍 본리리 1189-10번지,대구광역시 달성군 논공읍 논공로 631,
주식회사 봉성유리,20180629,운영중,,,,,,,,,,판유리 가공품 제조업,5종,,대기배출업소관리,대구광역시 북구 노원동3가 31번지,대구광역시 북구 노원로 157 (노원동3가),
주식회사 유앤아이(대구지점),20180810,운영중,,,,,,,,,,섬유제품 제조업; 의복제외,5종,,대기배출업소관리,대구광역시 달성군 구지면 창리 1371-9번지,대구광역시 달성군 구지면 국가산단서로50길 30,
대동금속,20100526,운영중,,,,,,,,,,도금업,5종,,대기배출업소관리,대구광역시 북구 노원동3가 501-1번지,대구광역시 북구 팔달북로 110-1 (노원동3가),
한둘산업,20100531,운영중,,,,,,,,,,도금업,5종,,대기배출업소관리,대구광역시 북구 노원동3가 272-1번지,대구광역시 북구 노원로1길 61 (노원동3가),
명심테크,20100611,운영중,,,,,,,,,,금속파스너 및 나사제품 제조업,5종,,대기배출업소관리,대구광역시 북구 산격동 20-14번지,대구광역시 북구 검단공단로21길 50-12  (산격동),
세광분체,20100614,운영중,,,,,,,,,,기타 조립금속제품 제조업,4종,,대기배출업소관리,대구광역시 북구 노원동3가 227-7번지,대구광역시 북구 노원로17길 19  (노원동3가),
삼중건설(주),20100630,폐업 등,20111212,,,,,,,,,토목 건설업,5종,,대기배출업소관리,대구광역시 북구 사수동 산 26-35번지,,
대승분체,20100712,운영중,,,,,,,,,,도장 및 기타 피막처리업,5종,,대기배출업소관리,대구광역시 북구 침산동 1108번지 A동,"대구광역시 북구 오봉로24길 31 (침산동,A동)",
대경테크,20100728,운영중,,,,,,,,,,기타 조립금속제품 제조업,5종,,대기배출업소관리,대구광역시 북구 침산동 1002-2번지,대구광역시 북구 오봉로 156-11 (침산동),
금호도색,20100816,운영중,,,,,,,,,,도장및기타피막처리업,4종,,대기배출업소관리,대구광역시 북구 노원동3가 71-5번지,대구광역시 북구 노원로17길 38-19  (노원동3가),
한신산업,20100819,운영중,,,,,,,,,,도금업,5종,,대기배출업소관리,대구광역시 북구 노원동3가 62-8번지,대구광역시 북구 노원로17길 60 (노원동3가),
현대금속엔지니어링,20100820,운영중,,,,,,,,,,강주물 주조업,5종,,대기배출업소관리,대구광역시 북구 노원동3가 1078-2번지,대구광역시 북구 노원동로3길 47 (노원동3가),
금호,20100830,운영중,,,,,,,,,,도장 및 기타 피막처리업,4종,,대기배출업소관리,대구광역시 북구 침산동 1108번지 B동,"대구광역시 북구 오봉로24길 31  (침산동,B동)",
(주)월드크로스,20100907,운영중,,,,,,,,,,기타 조립금속제품 제조업,5종,,대기배출업소관리,대구광역시 북구 검단동 720-3번지,대구광역시 북구 검단로31길 56-11  (검단동),
(주)동강테크,20100916,운영중,,,,,,,,,,기타 조립금속제품 제조업,4종,,대기배출업소관리,대구광역시 북구 노원동3가 250번지 B동,"대구광역시 북구 팔달북로18길 47-4, B동 (노원동3가)",
류강금속,20100917,운영중,,,,,,,,,,도금업,5종,,대기배출업소관리,대구광역시 북구 노원동3가 230번지,대구광역시 북구 노원로1길 84-6 (노원동3가),
금보산업,20100930,운영중,,,,,,,,,,도금업,4종,,대기배출업소관리,대구광역시 북구 노원동3가 494-2번지,대구광역시 북구 팔달로1길 8 (노원동3가),
(주)금성옵티컬,20101011,운영중,,,,,,,,,,안경 제조업,5종,,대기배출업소관리,대구광역시 북구 침산동 612-1번지,대구광역시 북구 성북로15길 59 (침산동),
J.J칼라,20101012,폐업 등,20141208,,,,,,,,,안경 제조업,5종,,대기배출업소관리,대구광역시 북구 노원동3가 53-4번지,대구광역시 북구 3공단로 210-2 (노원동3가),
세상칼라,20101015,운영중,,,,,,,,,,도장 및 기타 피막처리업,5종,,대기배출업소관리,대구광역시 북구 노원동3가 44-4번지,대구광역시 북구 노원로1길 167 (노원동3가),
정철도색,20101019,폐업 등,20130125,,,,,,,,,기타 조립금속제품 제조업,5종,,대기배출업소관리,대구광역시 북구 노원동3가 1120-2번지,대구광역시 북구 노원동로7길 18  (노원동3가),
대원옵티칼,20101028,운영중,,,,,,,,,,안경 제조업,5종,,대기배출업소관리,대구광역시 북구 노원동3가 472-2번지,대구광역시 북구 3공단로 67 (노원동3가),
명승공업사,20101028,운영중,,,,,,,,,,도장 및 기타 피막처리업,5종,,대기배출업소관리,대구광역시 북구 노원동3가 1112-3번지,대구광역시 북구 노원동로 15  (노원동3가),
성진분체,20101102,운영중,,,,,,,,,,기타 조립금속제품 제조업,4종,,대기배출업소관리,대구광역시 북구 노원동3가 71-6번지,대구광역시 북구 노원로17길 38-21 (노원동3가),
부창산업사,20101110,운영중,,,,,,,,,,안경 제조업,5종,,대기배출업소관리,대구광역시 북구 노원동3가 275번지,대구광역시 북구 노원로1길 51 (노원동3가),
명인도금,20101207,운영중,,,,,,,,,,도금업,5종,,대기배출업소관리,대구광역시 북구 노원동3가 230-3번지,대구광역시 북구 노원로1길 86 (노원동3가),
거상열처리,20110106,운영중,,,,,,,,,,기타 조립금속제품 제조업,4종,,대기배출업소관리,대구광역시 북구 침산동 929-2번지,대구광역시 북구 노원로동39길 10-1  (침산동),
대구샌딩쇼트,20110112,운영중,,,,,,,,,,기타 조립금속제품 제조업,4종,,대기배출업소관리,대구광역시 북구 침산동 1081-1번지,대구광역시 북구 노원로42길 12 (침산동),
에이치제이 테크,20110125,운영중,,,,,,,,,,도금업,4종,,대기배출업소관리,대구광역시 북구 침산동 986-2번지,대구광역시 북구 노원로39길 29 (침산동),
매일이피에스,20110131,운영중,,,,,,,,,,기타 금속처리업,5종,,대기배출업소관리,대구광역시 북구 침산동 1081-5번지,대구광역시 북구 노원로42길 18 (침산동),
동아테프론,20110211,폐업 등,20121217,,,,,,,,,도장및기타피막처리업,5종,,대기배출업소관리,대구광역시 북구 침산동 1107번지,대구광역시 북구 오봉로24길 29  (침산동),
명주도금,20110309,운영중,,,,,,,,,,도금업,5종,,대기배출업소관리,대구광역시 북구 노원동3가 547-14번지,대구광역시 북구 팔달로7길 14-7 (노원동3가),
주성테크,20110311,운영중,,,,,,,,,,도금업,5종,,대기배출업소관리,대구광역시 북구 노원동3가 547-12번지,대구광역시 북구 팔달로7길 14-3 (노원동3가),
천일산업사,20110412,운영중,,,,,,,,,,기타 조립금속제품 제조업,5종,,대기배출업소관리,대구광역시 북구 노원동3가 56-29번지,대구광역시 북구 3공단로41길 16  (노원동3가),
건영산업(주)노원점,20110425,운영중,,,,,,,,,,,5종,,대기배출업소관리,대구광역시 북구 노원동3가 405번지,대구광역시 북구 노원로1길 33  (노원동3가),
협진패션,20110602,폐업 등,20150401,,,,,,,,,도장 및 기타 피막처리업,5종,,대기배출업소관리,대구광역시 북구 노원동3가 191-14번지,대구광역시 북구 3공단로 127-4 (노원동3가),
주안패션,20110603,운영중,,,,,,,,,,기타 조립금속제품 제조업,5종,,대기배출업소관리,대구광역시 북구 노원동3가 227번지,대구광역시 북구 노원로1길 102 (노원동3가),
제일에스아이,20110610,운영중,,,,,,,,,,기타 금속가공제품 제조업,5종,,대기배출업소관리,대구광역시 북구 침산동 1211번지,대구광역시 북구 오봉로18길 5 (침산동),
다 일,20110614,폐업 등,20130723,,,,,,,,,기타 조립금속제품 제조업,5종,,대기배출업소관리,대구광역시 북구 노원동3가 1039-5번지,대구광역시 북구 노원동로 11 (노원동3가),
(주)O.N.O,20110627,폐업 등,20160510,,,,,,,,,기타 금속가공제품 제조업,5종,,대기배출업소관리,대구광역시 북구 침산동 1157번지,대구광역시 북구 오봉로22길 9 (침산동),
광명도금공업사,20110713,운영중,,,,,,,,,,도금업,5종,,대기배출업소관리,대구광역시 북구 노원동3가 671-0번지,대구광역시 북구 팔달로17길 20 (노원동3가),
우광금속,20110718,운영중,,,,,,,,,,도금업,4종,,대기배출업소관리,대구광역시 북구 노원동3가 1075-2번지,대구광역시 북구 노원동로3길 55 (노원동3가),
대구환경공단신천사업소,20110722,운영중,,,,,,,,,,발전업,3종,,대기배출업소관리,대구광역시 북구 서변동 1290-4번지,대구광역시 북구 조야로2길 209 (서변동),
